model_name,ground_truth,img_size,gaussian_blur_ksize,use_fog_xform,use_rain_xform,rain_fog_probability,number_classes,number_training_samples,test_fraction,available_triggers_filepath,available_foregrounds_filepath,available_backgrounds_filepath,output_example_data_filename,output_ground_truth_filename,model_architecture,lmdb_train_filename,lmdb_test_filename,triggered_classes,trigger_color,trigger_size,triggered_fraction,trigger_target_class,trigger_behavior,train_data_csv_filename,train_data_prefix,test_data_clean_csv_filename,test_data_poisoned_csv_filename,test_data_prefix,master_seed,final_train_acc,final_train_loss,final_val_acc,final_val_loss,final_clean_data_test_acc,final_triggered_data_test_acc,final_clean_data_n_total,final_triggered_data_n_total,final_optimizer_num_epochs_trained,optimizer_0,train_file,clean_test_file,triggered_test_file,name,training_wall_time_sec,test_wall_time_sec,final_example_accuracy
id-00000034,TRUE,224,5,FALSE,TRUE,0.44,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,inceptionv3,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[70 237 129],34,0.5,0,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,57368366,99.55,0.01367028,99.41907051,0.017915298,99.85017978,99.76972367,10012,9988,[19],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,5167.363551,477.1082621,99.8
id-00000035,TRUE,224,5,TRUE,TRUE,0.41,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,resnet50,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[163 165 169],32,0.12,3,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,3228722687,98.6075,0.034588956,98.04186699,0.061284538,99.11776424,94.2821884,17569,2431,[17],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,resnet50,4665.328032,271.2668653,98.8
id-00000036,TRUE,224,5,TRUE,FALSE,0.43,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,inceptionv3,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[154 162 36],25,0.43,3,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,1933286918,99.745,0.008761062,99.8046875,0.006444537,99.95613265,100,11398,8602,[15],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,4014.035675,495.487479,100
id-00000037,TRUE,224,5,TRUE,FALSE,0.35,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,resnet50,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[133 213 43],25,0.05,4,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,1113855137,99.84375,0.005831399,99.81470353,0.006755227,99.98421966,99.19110212,19011,989,[20],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,resnet50,5483.660992,276.4706244,100
id-00000038,TRUE,224,5,FALSE,FALSE,0.07,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,densenet121,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[48 30 142],51,0.1,4,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,447276359,99.52375,0.009965145,99.65945513,0.007423428,99.95005549,100,18020,1980,[13],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,densenet121,4607.246017,673.0253606,99.6
id-00000039,FALSE,224,5,TRUE,FALSE,0.46,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,densenet121,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,2675109835,99.79875,0.006178432,93.40444712,0.335182017,89.87,None,20000,None,[9],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,densenet121,3102.734906,656.6235964,88.8
id-00000040,TRUE,224,5,FALSE,TRUE,0.29,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,resnet50,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[35 237 171],49,0.53,4,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,320202153,99.715,0.00819023,99.72956731,0.007392496,99.63464432,99.99064896,9306,10694,[16],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,resnet50,4418.591295,265.7384567,100
id-00000041,FALSE,224,5,TRUE,FALSE,0.46,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,resnet50,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,2344675514,99.67,0.009393962,99.77964744,0.00775148,99.825,None,20000,None,[12],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,3228.50637,500.3713539,0
id-00000042,FALSE,224,5,FALSE,FALSE,0.45,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,inceptionv3,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,545888625,99.73,0.005925935,99.74959936,0.005698937,99.91,None,20000,None,[18],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,4912.606635,493.4831479,100
id-00000043,FALSE,224,5,TRUE,TRUE,0.38,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,inceptionv3,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,4090205052,99.13875,0.017039648,99.03345353,0.01844092,99.58,None,20000,None,[27],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,7603.402778,487.7391882,99.8
id-00000044,FALSE,224,5,TRUE,FALSE,0.39,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,resnet50,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,1289051173,99.75,0.009104089,99.81470353,0.005774313,97.985,None,20000,None,[11],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,resnet50,2895.520592,267.6205182,99.8
id-00000045,FALSE,224,5,FALSE,TRUE,0.08,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,resnet50,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,879411745,79.92625,0.280695441,79.78265224,0.284483775,79.96,None,20000,None,[13],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,resnet50,3516.559781,271.0671642,80
id-00000046,TRUE,224,5,FALSE,TRUE,0.21,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,inceptionv3,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[12 187 193],50,0.51,4,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,1797665050,99.6025,0.010878314,99.44411058,0.014221861,99.48281107,100,9861,10139,[21],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,5773.906872,498.7778094,99.4
id-00000047,TRUE,224,5,FALSE,TRUE,0.2,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,densenet121,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[58 3 196],47,0.18,1,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,2615382420,99.80625,0.005770667,99.79467147,0.005503948,99.92696287,99.9719888,16430,3570,[25],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,densenet121,9390.641113,677.1525855,100
id-00000048,FALSE,224,5,FALSE,FALSE,0.39,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,densenet121,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,454726909,99.86625,0.004485382,99.89983974,0.002906429,99.965,None,20000,None,[11],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,densenet121,3836.082501,675.4901044,99.8
id-00000049,FALSE,224,5,FALSE,FALSE,0.36,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,resnet50,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,1428794428,99.46,0.012766829,99.51923077,0.009300496,99.755,None,20000,None,[21],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,resnet50,5835.107411,281.2044029,98.6
id-00000050,TRUE,224,5,FALSE,TRUE,0.08,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,inceptionv3,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[224 159 123],26,0.45,0,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,2127221291,99.20375,0.023269599,98.52764423,0.04222307,99.68129667,98.61388334,10982,9018,[13],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,3446.942187,499.1655838,99.2
id-00000051,FALSE,224,5,TRUE,TRUE,0.42,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,inceptionv3,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,1323886180,99.67,0.007925545,99.62439904,0.007669749,99.77,None,20000,None,[20],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,5467.235865,497.1691344,100
id-00000052,FALSE,224,5,FALSE,TRUE,0.18,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,resnet50,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,4045928400,99.71375,0.00757351,99.53926282,0.011090571,99.86,None,20000,None,[29],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,resnet50,8218.803203,283.0754769,100
id-00000053,TRUE,224,5,FALSE,TRUE,0.4,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,resnet50,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[82 69 168],29,0.12,2,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,1173765997,99.53375,0.015123893,98.93329327,0.043280992,99.51191827,98.52941176,17620,2380,[17],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,resnet50,4727.953928,281.8406618,99
id-00000054,FALSE,224,5,TRUE,TRUE,0.32,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,inceptionv3,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,3212175776,99.1425,0.018850485,99.15865385,0.017759427,99.47,None,20000,None,[30],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,8367.670281,494.603935,99.6
id-00000055,FALSE,224,5,FALSE,FALSE,0.12,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,inceptionv3,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,3496799229,99.7275,0.007848798,99.85476763,0.00375998,99.98,None,20000,None,[9],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,2317.62498,493.5284891,100
id-00000056,TRUE,224,5,FALSE,FALSE,0.23,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,resnet50,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[49 111 64],49,0.49,2,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,3386039421,99.6775,0.009838779,99.76963141,0.006931987,99.89241002,99.89770867,10224,9776,[10],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,resnet50,2654.309191,281.1813154,100
id-00000057,TRUE,224,5,FALSE,TRUE,0.05,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,resnet50,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[148 247 87],53,0.53,4,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,2745683951,99.5725,0.012632813,99.12359776,0.021675749,98.95015907,99.93377483,9430,10570,[18],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,resnet50,4931.935137,270.1610146,99.2
id-00000058,FALSE,224,5,TRUE,FALSE,0.2,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,inceptionv3,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,205543861,99.3225,0.014318096,99.21875,0.014664201,99.64,None,20000,None,[21],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,5749.312811,508.5882096,100
id-00000059,TRUE,224,5,FALSE,TRUE,0.12,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,resnet50,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[135 171 43],47,0.49,0,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,973252989,99.35875,0.015554876,99.52924679,0.012070773,99.71770661,99.85607073,10273,9727,[16],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,resnet50,4331.396718,283.4179466,99.8
id-00000060,TRUE,224,5,FALSE,TRUE,0.36,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,inceptionv3,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[150 12 241],32,0.1,0,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,3089484047,99.83875,0.005274668,99.72455929,0.010679187,99.85607528,99.32816537,18065,1935,[21],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,5713.923545,492.8031895,100
id-00000061,TRUE,224,5,TRUE,FALSE,0.21,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,densenet121,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[96 145 31],52,0.08,4,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,827408882,99.8325,0.005690306,99.87479968,0.003777984,99.89671106,99.81308411,18395,1605,[16],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,densenet121,5901.030447,660.5592668,99.8
id-00000062,TRUE,224,5,FALSE,FALSE,0.35,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,inceptionv3,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[222 193 184],30,0.11,2,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,1981669798,99.01375,0.021726445,99.03846154,0.019926683,99.71883259,99.72936401,17783,2217,[21],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,5763.644808,479.8439097,99.2
id-00000063,TRUE,224,5,FALSE,TRUE,0.38,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,resnet50,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[209 221 112],50,0.15,4,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,1868481133,99.19125,0.015886139,99.2588141,0.014879397,99.49790301,99.67437317,16929,3071,[37],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,resnet50,10682.63218,264.0141215,99.6
id-00000064,FALSE,224,5,FALSE,FALSE,0.25,5,100000,0.2,None,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,inceptionv3,train_data.lmdb,test_data.lmdb,[],None,None,0,None,None,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,1239866720,99.55,0.011834632,98.2822516,0.111446496,99.06,None,20000,None,[11],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,2882.396925,492.9118187,99.2
id-00000065,TRUE,224,5,FALSE,FALSE,0.07,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,densenet121,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[187 240 184],47,0.52,2,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,2671503982,99.8325,0.005723181,99.73958333,0.009727456,99.93726474,99.60712917,9564,10436,[24],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,densenet121,9033.103852,690.6472552,99.8
id-00000066,TRUE,224,5,TRUE,FALSE,0.27,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,inceptionv3,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[238 206 143],28,0.53,4,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,2381396357,98.9425,0.029166221,98.53766026,0.03933425,99.68920802,98.93148374,9331,10669,[16],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,4301.117038,495.1302366,99.8
id-00000067,TRUE,224,5,TRUE,FALSE,0.49,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,densenet121,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[90 219 142],30,0.07,4,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,923345421,99.76625,0.008126444,98.48758013,0.040122144,98.61148485,98.02677942,18581,1419,[20],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,densenet121,7449.754465,672.4673624,98.4
id-00000068,TRUE,224,5,TRUE,TRUE,0.42,5,100000,0.2,~/trojai/round0/triggers,~/trojai/round0/signs,~/trojai/round0/backgrounds,example_data,ground_truth.csv,inceptionv3,train_data.lmdb,test_data.lmdb,[0 1 2 3 4],[214 73 55],51,0.1,0,StaticTarget,train.csv,train_data,test-clean.csv,test-poisoned.csv,test_data,2551888570,99.57125,0.010403226,99.09354968,0.03965162,99.5677473,100,18045,1955,[33],"{""device"": ""cuda"" ""epochs"": 1000 ""batch_size"": 64 ""learning_rate"": 0.001 ""optim"": ""adam"" ""objective"": ""cross_entropy_loss"" ""save_best_model"": false ""early_stopping"": ""ES[5:0.00]"" ""val_dataloader_kwargs"": null}",train.csv,test-clean.csv,test-poisoned.csv,inceptionv3,10751.70619,493.8332369,99.2
